station,valid, tmpc ,  relh ,  mslp ,  p01m ,  vsby
NYC,2013-01-01 01:51,3.30,61.94,1011.70,0.00,10.00
NYC,2013-01-01 02:51,3.90,61.63,1011.60,0.00,10.00
NYC,2013-01-01 03:51,3.90,61.63,1011.90,0.00,10.00
NYC,2013-01-01 04:51,3.90,61.63,1011.60,0.00,10.00
NYC,2013-01-01 05:51,3.90,59.37,1011.20,0.00,10.00
NYC,2013-01-01 06:51,3.90,59.37,1011.60,0.00,10.00
NYC,2013-01-01 07:51,3.30,64.29,1011.70,0.00,10.00
NYC,2013-01-01 08:51,3.90,61.63,1011.80,0.00,10.00
NYC,2013-01-01 09:51,3.90,61.63,1012.20,0.00,10.00
NYC,2013-01-01 10:51,3.90,61.63,1011.90,0.00,10.00
NYC,2013-01-01 11:51,3.90,59.37,1011.00,0.00,10.00
NYC,2013-01-01 12:51,2.80,61.35,1011.20,0.00,10.00
NYC,2013-01-01 13:51,2.80,61.35,1010.40,0.00,10.00
NYC,2013-01-01 14:51,3.30,57.04,1010.40,0.00,10.00
NYC,2013-01-01 15:51,3.30,50.14,1011.50,0.00,10.00
NYC,2013-01-01 16:51,2.20,47.57,1011.60,0.00,10.00
NYC,2013-01-01 17:51,1.70,45.26,1013.00,0.00,10.00
NYC,2013-01-01 18:51,0.60,47.10,1013.80,0.00,10.00
NYC,2013-01-01 19:51,0.00,46.92,1014.10,0.00,10.00
NYC,2013-01-01 20:51,-1.10,48.48,1014.90,0.00,10.00
NYC,2013-01-01 21:51,-1.70,48.69,1015.40,0.00,10.00
NYC,2013-01-01 22:51,-2.80,46.08,1016.00,0.00,10.00
NYC,2013-01-01 23:51,-3.30,50.20,1016.10,0.00,10.00
NYC,2013-01-02 00:51,-3.90,52.50,1016.10,0.00,10.00
NYC,2013-01-02 01:51,-3.30,50.20,1016.20,0.00,10.00
NYC,2013-01-02 03:51,-5.00,54.34,1016.20,0.00,10.00
NYC,2013-01-02 04:51,-5.00,54.34,1016.40,0.00,10.00
NYC,2013-01-02 05:51,-5.60,56.87,1016.20,0.00,10.00
NYC,2013-01-02 06:51,-5.60,56.87,1016.60,0.00,10.00
NYC,2013-01-02 07:51,-5.00,54.34,1017.00,0.00,10.00
NYC,2013-01-02 08:51,-4.40,54.51,1017.70,0.00,10.00
NYC,2013-01-02 09:51,-3.90,50.02,1018.20,0.00,10.00
NYC,2013-01-02 10:51,-3.30,50.20,1017.80,0.00,10.00
NYC,2013-01-02 11:51,-2.20,48.15,1016.90,0.00,10.00
NYC,2013-01-02 12:51,-1.10,44.41,1016.20,0.00,10.00
NYC,2013-01-02 13:51,-0.60,42.82,1016.70,0.00,10.00
NYC,2013-01-02 14:51,0.00,40.99,1017.30,0.00,10.00
NYC,2013-01-02 15:51,-0.60,42.82,1017.90,0.00,10.00
NYC,2013-01-02 16:51,-0.60,44.92,1018.10,0.00,10.00
NYC,2013-01-02 17:51,-0.60,44.92,1019.20,0.00,10.00
NYC,2013-01-02 18:51,-1.10,48.48,1019.70,0.00,10.00
NYC,2013-01-02 19:51,-1.10,48.48,1019.90,0.00,10.00
NYC,2013-01-02 20:51,-1.10,50.84,1020.20,0.00,10.00
NYC,2013-01-02 21:51,-1.10,50.84,1020.70,0.00,10.00
NYC,2013-01-02 22:51,-1.10,53.29,1021.30,0.00,10.00
NYC,2013-01-02 23:51,-1.70,55.69,1021.70,0.00,10.00
NYC,2013-01-03 00:51,-2.20,57.79,1021.40,0.00,10.00
NYC,2013-01-03 01:51,-2.20,57.79,1021.70,0.00,10.00
NYC,2013-01-03 02:51,-2.20,57.79,1021.70,0.00,10.00
NYC,2013-01-03 03:51,-2.80,60.41,1021.70,0.00,10.00
NYC,2013-01-03 04:51,-3.30,62.70,1021.50,0.00,10.00
NYC,2013-01-03 05:51,-3.90,65.58,1021.70,0.00,10.00
NYC,2013-01-03 06:51,-3.90,62.55,1022.00,0.00,10.00
NYC,2013-01-03 07:51,-4.40,64.95,1021.80,0.00,10.00
NYC,2013-01-03 08:51,-4.40,64.95,1022.00,0.00,10.00
NYC,2013-01-03 09:51,-3.90,65.58,1022.30,0.00,10.00
NYC,2013-01-03 10:51,-3.30,59.81,1021.70,0.00,10.00
NYC,2013-01-03 11:51,-2.20,52.57,1020.60,0.00,10.00
NYC,2013-01-03 12:51,-1.10,48.48,1019.30,0.00,10.00
NYC,2013-01-03 13:51,-0.60,44.92,1018.80,0.00,10.00
NYC,2013-01-03 14:51,0.00,43.00,1018.30,0.00,10.00
NYC,2013-01-03 15:51,0.00,44.74,1018.20,0.00,10.00
NYC,2013-01-03 16:51,-0.60,49.01,1018.50,0.00,10.00
NYC,2013-01-03 17:51,-0.60,49.01,1018.80,0.00,10.00
NYC,2013-01-03 18:51,-0.60,51.38,1019.10,0.00,10.00
NYC,2013-01-03 19:51,-0.60,49.01,1019.20,0.00,10.00
NYC,2013-01-03 20:51,-0.60,51.38,1018.90,0.00,10.00
NYC,2013-01-03 21:51,-0.60,51.38,1018.70,0.00,10.00
NYC,2013-01-03 22:51,-0.60,53.44,1018.50,0.00,10.00
NYC,2013-01-03 23:51,-0.60,55.99,1017.90,0.00,10.00
NYC,2013-01-04 00:51,-0.60,58.21,1017.50,0.00,10.00
NYC,2013-01-04 01:51,-0.60,58.21,1017.70,0.00,10.00
NYC,2013-01-04 02:51,-0.60,58.21,1017.80,0.00,10.00
NYC,2013-01-04 03:51,-0.60,60.97,1017.60,0.00,10.00
NYC,2013-01-04 04:51,0.00,60.66,1017.80,0.00,10.00
NYC,2013-01-04 05:51,0.60,58.08,1017.90,0.00,10.00
NYC,2013-01-04 06:51,0.60,58.08,1018.10,0.00,10.00
NYC,2013-01-04 07:51,1.10,58.66,1018.20,0.00,10.00
NYC,2013-01-04 08:51,1.10,58.66,1018.50,0.00,10.00
NYC,2013-01-04 09:51,1.10,58.66,1018.60,0.00,10.00
NYC,2013-01-04 10:51,1.70,51.64,1017.70,0.00,10.00
NYC,2013-01-04 11:51,2.20,49.83,1016.40,0.00,10.00
NYC,2013-01-04 12:51,2.20,49.83,1015.30,0.00,10.00
NYC,2013-01-04 13:51,2.80,47.75,1014.70,0.00,10.00
NYC,2013-01-04 14:51,2.80,47.75,1014.20,0.00,10.00
NYC,2013-01-04 15:51,2.20,49.83,1014.10,0.00,10.00
NYC,2013-01-04 16:51,2.20,49.83,1014.30,0.00,10.00
NYC,2013-01-04 17:51,2.20,51.78,1014.70,0.00,10.00
NYC,2013-01-04 18:51,1.70,53.66,1014.90,0.00,10.00
NYC,2013-01-04 19:51,1.70,53.66,1014.80,0.00,10.00
NYC,2013-01-04 20:51,1.70,53.66,1014.70,0.00,10.00
NYC,2013-01-04 21:51,1.10,53.91,1015.00,0.00,10.00
NYC,2013-01-04 22:51,1.10,53.91,1015.70,0.00,10.00
NYC,2013-01-04 23:51,1.10,51.47,1016.00,0.00,10.00
NYC,2013-01-05 00:51,1.10,49.51,1016.60,0.00,10.00
NYC,2013-01-05 01:51,0.60,51.33,1017.10,0.00,10.00
NYC,2013-01-05 02:51,0.60,51.33,1018.20,0.00,10.00
NYC,2013-01-05 03:51,0.00,51.15,1018.60,0.00,10.00
NYC,2013-01-05 04:51,0.00,53.60,1019.30,0.00,10.00
NYC,2013-01-05 05:51,0.00,53.60,1020.20,0.00,10.00
NYC,2013-01-05 06:51,0.00,55.72,1021.50,0.00,10.00
NYC,2013-01-05 07:51,0.00,55.72,1022.40,0.00,10.00
NYC,2013-01-05 08:51,1.10,53.91,1023.80,0.00,10.00
NYC,2013-01-05 09:51,2.20,51.78,1024.30,0.00,10.00
NYC,2013-01-05 10:51,3.90,44.18,1024.60,0.00,10.00
NYC,2013-01-05 11:51,4.40,42.65,1024.20,0.00,10.00
NYC,2013-01-05 12:51,5.60,40.77,1023.40,0.00,10.00
NYC,2013-01-05 13:51,5.00,40.90,1023.50,0.00,10.00
NYC,2013-01-05 14:51,5.60,40.77,1023.60,0.00,10.00
NYC,2013-01-05 15:51,5.00,42.51,1023.60,0.00,10.00
NYC,2013-01-05 16:51,4.40,44.33,1023.70,0.00,10.00
NYC,2013-01-05 17:51,4.40,44.33,1024.50,0.00,10.00
NYC,2013-01-05 18:51,3.90,44.18,1024.30,0.00,10.00
NYC,2013-01-05 19:51,2.80,51.95,1024.70,0.00,10.00
NYC,2013-01-05 20:51,2.80,51.95,1023.80,0.00,10.00
NYC,2013-01-05 21:51,2.80,51.95,1023.90,0.00,10.00
NYC,2013-01-05 22:51,2.20,54.21,1023.00,0.00,10.00
NYC,2013-01-05 23:51,2.20,54.21,1022.40,0.00,10.00
NYC,2013-01-06 00:51,2.20,56.32,1022.90,0.00,10.00
NYC,2013-01-06 01:51,2.20,56.32,1022.90,0.00,10.00
NYC,2013-01-06 02:51,1.70,56.18,1021.80,0.00,7.00
NYC,2013-01-06 03:51,1.70,56.18,1021.00,0.00,9.00
NYC,2013-01-06 04:51,1.10,72.45,1020.20,0.00,7.00
NYC,2013-01-06 05:34,1.10,75.20,M,0.00,7.00
NYC,2013-01-06 05:51,1.10,78.62,1019.90,0.00,8.00
NYC,2013-01-06 06:44,1.70,78.13,M,0.00,9.00
NYC,2013-01-06 06:51,1.70,81.65,1019.70,0.00,8.00
NYC,2013-01-06 07:24,1.10,88.42,M,0.00,7.00
NYC,2013-01-06 07:51,1.10,88.42,1019.70,0.00,6.00
NYC,2013-01-06 08:51,1.70,84.69,1019.60,0.00,5.00
NYC,2013-01-06 09:05,1.70,81.65,M,0.00,6.00
NYC,2013-01-06 09:51,2.20,78.79,1019.50,0.00,6.00
NYC,2013-01-06 10:10,2.80,75.50,M,0.00,6.00
NYC,2013-01-06 10:51,3.30,72.87,1018.30,0.00,5.00
NYC,2013-01-06 11:51,4.40,64.54,1017.00,0.00,6.00
NYC,2013-01-06 12:51,6.10,55.27,1015.90,0.00,7.00
NYC,2013-01-06 13:51,6.70,48.87,1015.20,0.00,9.00
NYC,2013-01-06 14:51,7.20,47.23,1014.80,0.00,10.00
NYC,2013-01-06 15:51,7.20,43.49,1014.70,0.00,10.00
NYC,2013-01-06 16:51,7.20,43.49,1015.00,0.00,10.00
NYC,2013-01-06 17:51,6.10,48.70,1015.70,0.00,10.00
NYC,2013-01-06 18:51,6.10,46.91,1016.20,0.00,10.00
NYC,2013-01-06 19:51,6.10,48.70,1016.20,0.00,10.00
NYC,2013-01-06 20:51,5.60,50.42,1016.20,0.00,10.00
NYC,2013-01-06 21:51,5.60,50.42,1016.40,0.00,10.00
NYC,2013-01-06 22:51,5.00,54.97,1016.80,0.00,10.00
NYC,2013-01-06 23:51,5.00,54.97,1017.30,0.00,10.00
NYC,2013-01-07 00:51,4.40,57.33,1017.70,0.00,10.00
NYC,2013-01-07 01:51,3.90,61.63,1018.40,0.00,10.00
NYC,2013-01-07 02:51,3.90,61.63,1019.00,0.00,10.00
NYC,2013-01-07 03:51,3.30,64.29,1019.20,0.00,10.00
NYC,2013-01-07 04:51,3.30,64.29,1020.10,0.00,10.00
NYC,2013-01-07 05:51,3.30,64.29,1021.20,0.00,10.00
NYC,2013-01-07 06:51,3.30,64.29,1022.40,0.00,10.00
NYC,2013-01-07 07:51,3.90,61.63,1023.50,0.00,10.00
NYC,2013-01-07 08:51,4.40,59.50,1024.50,0.00,10.00
NYC,2013-01-07 09:51,5.00,54.97,1025.60,0.00,10.00
NYC,2013-01-07 10:51,5.60,48.56,1026.30,0.00,10.00
NYC,2013-01-07 11:51,6.10,41.24,1026.30,0.00,10.00
NYC,2013-01-07 12:51,6.10,39.38,1026.70,0.00,10.00
NYC,2013-01-07 13:51,6.70,37.79,1026.70,0.00,10.00
NYC,2013-01-07 14:51,6.70,36.36,1027.40,0.00,10.00
NYC,2013-01-07 15:51,6.10,36.18,1028.20,0.00,10.00
NYC,2013-01-07 16:51,5.60,37.46,1028.70,0.00,10.00
NYC,2013-01-07 17:51,5.00,39.05,1029.00,0.00,10.00
NYC,2013-01-07 18:51,5.00,39.05,1029.00,0.00,10.00
NYC,2013-01-07 19:51,4.40,40.72,1029.10,0.00,10.00
NYC,2013-01-07 20:51,3.90,44.18,1028.80,0.00,10.00
NYC,2013-01-07 21:51,4.40,44.33,1028.60,0.00,10.00
NYC,2013-01-07 22:51,5.00,46.23,1028.80,0.00,10.00
NYC,2013-01-07 23:51,3.90,48.07,1028.80,0.00,10.00
NYC,2013-01-08 00:51,3.30,57.04,1028.90,0.00,10.00
NYC,2013-01-08 01:51,2.80,59.09,1028.60,0.00,10.00
NYC,2013-01-08 02:51,2.80,59.09,1028.30,0.00,10.00
NYC,2013-01-08 03:51,2.80,59.09,1027.80,0.00,9.00
NYC,2013-01-08 04:51,2.20,64.03,1028.10,0.00,9.00
NYC,2013-01-08 05:51,2.20,64.03,1028.40,0.00,9.00
NYC,2013-01-08 06:51,2.20,64.03,1028.80,0.00,9.00
NYC,2013-01-08 07:51,2.20,64.03,1029.60,0.00,8.00
NYC,2013-01-08 08:51,2.20,69.51,1030.20,0.00,7.00
NYC,2013-01-08 09:51,3.90,59.37,1029.90,0.00,8.00
NYC,2013-01-08 10:51,5.00,57.06,1029.40,0.00,8.00
NYC,2013-01-08 11:51,7.20,53.17,1027.80,0.00,8.00
NYC,2013-01-08 12:51,7.80,51.03,1027.60,0.00,9.00
NYC,2013-01-08 13:51,8.30,49.33,1027.40,0.00,10.00
NYC,2013-01-08 14:51,8.30,49.33,1027.60,0.00,10.00
NYC,2013-01-08 15:51,8.30,49.33,1027.50,0.00,10.00
NYC,2013-01-08 16:51,8.30,47.54,1027.60,0.00,10.00
NYC,2013-01-08 17:51,7.80,53.33,1028.00,0.00,10.00
NYC,2013-01-08 18:51,6.70,57.50,1028.50,0.00,10.00
NYC,2013-01-08 19:51,6.70,57.50,1028.30,0.00,10.00
NYC,2013-01-08 20:51,6.70,55.02,1028.60,0.00,10.00
NYC,2013-01-08 21:51,6.10,57.35,1028.40,0.00,9.00
NYC,2013-01-08 22:51,5.60,57.22,1029.10,0.00,9.00
NYC,2013-01-08 23:51,5.00,59.65,1028.80,0.00,9.00
NYC,2013-01-09 00:51,5.00,59.65,1028.80,0.00,8.00
NYC,2013-01-09 01:51,5.00,57.06,1028.40,0.00,8.00
NYC,2013-01-09 02:51,4.40,59.50,1028.40,0.00,7.00
NYC,2013-01-09 03:51,5.00,59.65,1028.00,0.00,7.00
NYC,2013-01-09 04:51,5.00,59.65,1027.90,0.00,8.00
NYC,2013-01-09 05:51,3.90,64.43,1027.90,0.00,7.00
NYC,2013-01-09 06:51,4.40,64.54,1028.00,0.00,7.00
NYC,2013-01-09 07:51,3.90,69.86,1028.50,0.00,5.00
NYC,2013-01-09 08:51,4.40,73.08,1028.50,0.00,5.00
NYC,2013-01-09 09:51,6.70,62.30,1028.10,0.00,4.00
NYC,2013-01-09 10:51,8.30,55.85,1026.20,0.00,6.00
NYC,2013-01-09 11:51,8.90,56.01,1025.30,0.00,6.00
NYC,2013-01-09 12:51,8.90,53.63,1023.80,0.00,9.00
NYC,2013-01-09 13:51,8.30,58.33,1024.40,0.00,7.00
NYC,2013-01-09 14:51,8.30,60.47,1020.50,0.00,7.00
NYC,2013-01-09 15:51,8.90,60.62,1020.40,0.00,9.00
NYC,2013-01-09 16:51,9.40,60.74,1020.60,0.00,9.00
NYC,2013-01-09 17:51,9.40,60.74,1021.50,0.00,10.00
NYC,2013-01-09 18:51,8.90,62.82,1021.70,0.00,10.00
NYC,2013-01-09 19:51,8.30,65.43,1022.20,0.00,10.00
NYC,2013-01-09 20:51,8.30,63.13,1022.10,0.00,9.00
NYC,2013-01-09 21:51,8.30,63.13,1022.00,0.00,9.00
NYC,2013-01-09 22:51,7.80,60.35,1022.80,0.00,10.00
NYC,2013-01-09 23:51,7.20,60.20,1023.30,0.00,10.00
NYC,2013-01-10 00:51,6.70,59.64,1024.20,0.00,10.00
NYC,2013-01-10 01:51,6.70,53.03,1025.30,0.00,10.00
NYC,2013-01-10 02:51,6.70,46.73,1026.20,0.00,10.00
NYC,2013-01-10 03:51,6.10,48.70,1027.00,0.00,10.00
NYC,2013-01-10 04:51,5.60,46.41,1027.70,0.00,10.00
NYC,2013-01-10 05:51,5.00,48.39,1028.50,0.00,10.00
NYC,2013-01-10 06:51,5.00,50.63,1029.60,0.00,10.00
NYC,2013-01-10 07:51,5.00,50.63,1030.90,0.00,10.00
NYC,2013-01-10 08:51,5.00,48.39,1031.70,0.00,10.00
NYC,2013-01-10 09:51,6.10,44.83,1032.60,0.00,10.00
NYC,2013-01-10 10:51,6.10,42.84,1032.30,0.00,10.00
NYC,2013-01-10 11:51,6.70,39.57,1031.30,0.00,10.00
NYC,2013-01-10 12:51,7.80,36.70,1030.90,0.00,10.00
NYC,2013-01-10 13:51,7.80,35.05,1031.50,0.00,10.00
NYC,2013-01-10 14:51,8.30,33.88,1031.60,0.00,10.00
NYC,2013-01-10 15:51,7.80,36.70,1032.10,0.00,10.00
NYC,2013-01-10 16:51,7.80,36.70,1032.60,0.00,10.00
NYC,2013-01-10 17:51,7.20,39.72,1032.80,0.00,10.00
NYC,2013-01-10 18:51,6.70,41.10,1033.30,0.00,10.00
NYC,2013-01-10 19:51,6.70,41.10,1033.70,0.00,10.00
NYC,2013-01-10 20:51,5.60,44.34,1033.80,0.00,10.00
NYC,2013-01-10 21:51,5.60,44.34,1033.70,0.00,10.00
NYC,2013-01-10 22:51,5.00,46.23,1033.80,0.00,10.00
NYC,2013-01-10 23:51,4.40,48.21,1034.20,0.00,10.00
NYC,2013-01-11 00:51,3.90,49.93,1033.60,0.00,10.00
NYC,2013-01-11 01:51,4.40,48.21,1033.20,0.00,10.00
NYC,2013-01-11 02:51,3.30,52.09,1032.90,0.00,10.00
NYC,2013-01-11 03:51,3.30,52.09,1032.10,0.00,10.00
NYC,2013-01-11 04:51,3.30,52.09,1031.20,0.00,10.00
NYC,2013-01-11 05:51,3.30,57.04,1031.50,0.00,10.00
NYC,2013-01-11 06:51,3.90,54.68,1031.60,0.00,10.00
NYC,2013-01-11 07:51,3.90,54.68,1031.90,0.00,10.00
NYC,2013-01-11 08:51,3.90,56.77,1031.20,0.00,10.00
NYC,2013-01-11 09:51,5.00,57.06,1031.00,0.00,10.00
NYC,2013-01-11 10:51,5.60,57.22,1030.00,0.00,10.00
NYC,2013-01-11 11:51,5.60,59.36,1028.30,0.00,10.00
NYC,2013-01-11 12:51,5.60,64.35,1027.30,0.00,10.00
NYC,2013-01-11 13:51,5.60,72.78,1026.70,0.00,10.00
NYC,2013-01-11 14:51,5.60,70.20,1025.90,0.00,10.00
NYC,2013-01-11 15:51,5.00,79.21,1024.80,0.00,10.00
NYC,2013-01-11 16:51,5.00,85.67,1024.30,0.00,10.00
NYC,2013-01-11 17:37,4.40,92.56,M,0.51,3.00
NYC,2013-01-11 17:44,4.40,96.55,M,0.76,2.50
NYC,2013-01-11 17:51,5.00,92.59,1023.30,1.27,3.00
NYC,2013-01-11 18:51,5.60,95.92,1022.00,1.52,3.00
NYC,2013-01-11 19:12,6.10,96.60,M,1.02,1.75
NYC,2013-01-11 19:29,5.60,95.92,M,2.03,2.00
NYC,2013-01-11 19:51,6.10,96.60,1022.50,4.32,1.25
NYC,2013-01-11 20:51,6.10,96.60,1021.60,3.05,1.50
NYC,2013-01-11 21:19,7.20,96.63,M,0.76,2.50
NYC,2013-01-11 21:35,7.80,95.99,M,1.27,5.00
NYC,2013-01-11 21:59,7.80,92.75,M,0.25,4.00
NYC,2013-01-11 22:51,7.80,92.75,1019.80,0.76,4.00
NYC,2013-01-11 23:10,7.20,96.63,M,0.00,1.75
NYC,2013-01-11 23:46,7.00,100.00,M,1.02,2.50
NYC,2013-01-11 23:51,7.20,96.63,1019.20,1.02,3.00
NYC,2013-01-12 00:06,7.20,96.63,M,0.25,4.00
NYC,2013-01-12 00:31,7.20,96.63,M,0.51,2.50
NYC,2013-01-12 00:59,7.20,96.63,M,0.00,2.00
NYC,2013-01-12 02:06,6.70,95.95,M,0.00,1.50
NYC,2013-01-12 02:26,5.60,95.92,M,0.00,2.00
NYC,2013-01-12 02:59,6.10,92.65,M,0.00,2.50
NYC,2013-01-12 03:06,5.60,95.92,M,0.00,3.00
NYC,2013-01-12 03:15,6.10,92.65,M,0.00,2.50
NYC,2013-01-12 03:51,6.10,96.60,1018.50,0.00,2.50
NYC,2013-01-12 04:06,6.10,96.60,M,0.00,3.00
NYC,2013-01-12 04:46,6.00,100.00,M,0.00,7.00
NYC,2013-01-12 04:51,6.10,96.60,1018.30,0.00,6.00
NYC,2013-01-12 05:26,6.10,96.60,M,0.00,5.00
NYC,2013-01-12 05:59,6.10,96.60,M,0.00,5.00
NYC,2013-01-12 06:16,6.10,96.60,M,0.00,4.00
NYC,2013-01-12 06:49,6.00,100.00,M,0.00,4.00
NYC,2013-01-12 06:51,6.10,96.60,1019.70,0.00,4.00
NYC,2013-01-12 07:25,6.70,92.69,M,0.00,5.00
NYC,2013-01-12 07:46,7.00,93.35,M,0.00,4.00
NYC,2013-01-12 07:51,6.70,95.95,1020.60,0.00,4.00
NYC,2013-01-12 08:51,6.70,95.95,1020.70,0.00,4.00
NYC,2013-01-12 09:51,7.20,92.72,1020.80,0.00,4.00
NYC,2013-01-12 10:51,7.20,92.72,1021.00,0.00,8.00
NYC,2013-01-12 11:51,7.80,88.99,1020.50,0.00,7.00
NYC,2013-01-12 12:51,7.80,88.99,1020.30,0.00,6.00
NYC,2013-01-12 13:51,8.30,86.02,1020.90,0.00,5.00
NYC,2013-01-12 14:51,8.30,86.02,1020.40,0.00,4.00
NYC,2013-01-12 15:51,7.80,88.99,1020.80,0.00,4.00
NYC,2013-01-12 16:43,7.20,92.72,M,0.00,2.50
NYC,2013-01-12 16:51,7.20,92.72,1021.10,0.00,3.00
NYC,2013-01-12 17:38,7.20,92.72,M,0.00,4.00
NYC,2013-01-12 17:51,6.70,95.95,1021.70,0.00,3.00
NYC,2013-01-12 18:51,6.70,95.95,1021.00,0.00,3.00
NYC,2013-01-12 19:51,6.70,92.69,1021.60,0.00,3.00
NYC,2013-01-12 20:39,6.70,92.69,M,0.00,3.00
NYC,2013-01-12 20:51,6.70,92.69,1021.00,0.00,3.00
NYC,2013-01-12 21:51,6.70,92.69,1020.20,0.00,3.00
NYC,2013-01-12 22:34,6.70,92.69,M,0.00,2.50
NYC,2013-01-12 22:51,6.70,92.69,1020.30,0.00,2.50
NYC,2013-01-12 23:09,6.10,96.60,M,0.00,2.00
NYC,2013-01-12 23:22,6.10,96.60,M,0.00,1.25
NYC,2013-01-12 23:51,6.10,96.60,1020.90,0.00,1.75
NYC,2013-01-13 00:01,6.10,96.60,M,0.00,2.00
NYC,2013-01-13 00:13,6.10,96.60,M,0.00,1.50
NYC,2013-01-13 00:51,6.70,95.95,1020.60,0.00,1.75
NYC,2013-01-13 01:12,6.70,95.95,M,0.00,2.00
NYC,2013-01-13 01:51,6.70,92.69,1020.50,0.00,2.50
NYC,2013-01-13 02:06,6.70,95.95,M,0.00,2.50
NYC,2013-01-13 02:28,6.10,96.60,M,0.00,1.75
NYC,2013-01-13 02:51,6.10,96.60,1020.60,0.00,1.50
NYC,2013-01-13 03:38,6.70,95.95,M,0.00,0.50
NYC,2013-01-13 04:26,7.20,96.63,M,0.00,1.25
NYC,2013-01-13 04:48,7.20,96.63,1019.70,0.00,2.00
NYC,2013-01-13 05:09,7.20,96.63,M,0.00,3.00
NYC,2013-01-13 05:34,7.20,96.63,M,0.00,2.50
NYC,2013-01-13 05:51,7.20,96.63,1019.60,0.00,2.50
NYC,2013-01-13 06:38,7.20,96.63,M,0.00,3.00
NYC,2013-01-13 06:51,7.20,96.63,1019.90,0.00,3.00
NYC,2013-01-13 07:20,7.20,92.72,M,0.00,2.50
NYC,2013-01-13 07:40,6.70,95.95,M,0.00,1.25
NYC,2013-01-13 07:51,6.70,95.95,1020.20,0.00,1.75
NYC,2013-01-13 08:31,6.10,96.60,M,0.00,1.75
NYC,2013-01-13 08:51,6.70,95.95,1020.90,0.00,1.25
NYC,2013-01-13 09:37,6.70,95.95,M,0.00,2.50
NYC,2013-01-13 09:51,6.70,95.95,1020.80,0.00,2.50
NYC,2013-01-13 09:58,6.70,95.95,M,0.00,3.00
NYC,2013-01-13 10:51,7.20,92.72,1020.90,0.00,4.00
NYC,2013-01-13 11:37,8.30,89.65,M,0.00,5.00
NYC,2013-01-13 11:51,8.30,89.65,1019.80,0.00,5.00
NYC,2013-01-13 12:26,9.40,83.23,M,0.00,6.00
NYC,2013-01-13 12:34,9.40,83.23,M,0.00,7.00
NYC,2013-01-13 12:51,8.90,86.08,1019.10,0.00,7.00
NYC,2013-01-13 13:26,9.40,83.23,M,0.00,7.00
NYC,2013-01-13 13:51,9.40,83.23,1018.20,0.00,7.00
NYC,2013-01-13 14:28,8.90,86.08,M,0.00,8.00
NYC,2013-01-13 14:51,8.90,86.08,1018.50,0.00,8.00
NYC,2013-01-13 15:51,8.30,86.02,1017.80,0.00,7.00
NYC,2013-01-13 15:59,8.30,86.02,M,0.00,7.00
NYC,2013-01-13 16:51,8.30,89.65,1017.40,0.00,9.00
NYC,2013-01-13 17:51,8.30,89.65,1017.50,0.00,10.00
NYC,2013-01-13 18:41,8.90,86.08,M,0.00,10.00
NYC,2013-01-13 18:51,8.90,86.08,1017.00,0.00,10.00
NYC,2013-01-13 19:33,10.00,86.19,M,0.00,8.00
NYC,2013-01-13 19:51,10.00,89.17,1017.00,0.00,7.00
NYC,2013-01-13 20:51,9.40,92.84,1016.90,0.00,5.00
NYC,2013-01-13 21:51,9.40,96.69,1016.20,0.00,5.00
NYC,2013-01-13 22:33,9.40,96.69,M,0.00,2.00
NYC,2013-01-13 22:43,9.40,96.69,M,0.00,1.75
NYC,2013-01-13 22:51,9.40,96.69,1016.60,0.00,2.00
NYC,2013-01-13 23:51,10.00,96.05,1016.20,0.00,4.00
NYC,2013-01-14 00:47,9.00,100.00,M,0.00,2.00
NYC,2013-01-14 00:51,10.00,96.05,1016.10,0.00,2.00
NYC,2013-01-14 01:04,10.00,96.05,M,0.00,3.00
NYC,2013-01-14 01:51,10.00,96.05,1016.00,0.00,3.00
NYC,2013-01-14 02:51,10.00,96.05,1016.10,0.00,4.00
NYC,2013-01-14 03:22,10.60,96.07,M,0.00,3.00
NYC,2013-01-14 03:36,10.60,96.07,M,0.00,2.50
NYC,2013-01-14 03:46,11.00,93.55,M,0.00,3.00
NYC,2013-01-14 03:51,10.60,96.07,1015.50,0.00,2.50
NYC,2013-01-14 04:36,10.00,100.00,M,0.00,1.00
NYC,2013-01-14 04:47,10.00,100.00,M,0.00,0.75
NYC,2013-01-14 04:51,10.00,100.00,1015.40,0.00,0.50
NYC,2013-01-14 05:51,10.00,100.00,1013.40,0.00,1.50
NYC,2013-01-14 06:48,13.00,81.99,M,0.00,2.00
NYC,2013-01-14 06:51,13.90,77.32,1016.20,0.00,1.75
NYC,2013-01-14 07:34,13.30,80.40,M,0.00,1.00
NYC,2013-01-14 08:18,11.70,89.31,M,0.00,2.50
NYC,2013-01-14 08:42,13.90,77.32,M,0.00,4.00
NYC,2013-01-14 08:51,12.20,89.95,1017.40,0.00,4.00
NYC,2013-01-14 09:16,13.90,80.49,M,0.00,5.00
NYC,2013-01-14 09:51,15.00,74.96,1017.90,0.00,7.00
NYC,2013-01-14 10:51,17.80,60.25,1018.30,0.00,10.00
NYC,2013-01-14 11:51,13.30,77.23,1018.50,0.00,10.00
NYC,2013-01-14 12:51,13.30,59.58,1018.50,0.00,10.00
NYC,2013-01-14 13:51,12.80,59.04,M,0.00,10.00
NYC,2013-01-14 14:51,12.20,56.86,M,0.00,10.00
NYC,2013-01-14 15:51,11.70,48.16,M,0.00,10.00
